dur,proto=tcp,proto=udp,proto=other,service=-,service=http,service=dns,service=other,state=FIN,state=INT,state=other,sbytes,dbytes,rate,sloss,dloss,sjit,djit,swin,stcpb,dtcpb,dwin,smean,dmean,trans_depth,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,label
1.033011,1,0,0,0,1,0,0,1,0,0,1684,10168,30.009362,3,5,8837.223176,7737.821017,255,2035368530,4181792687,255,120,565,1,2,4,1,1,1,1,2,0
0.140885,1,0,0,1,0,0,0,1,0,0,4862,75600,1199.559963,7,36,0,94.814237,255,374948799,2531368560,255,58,879,0,4,3,1,1,1,4,10,0
0.068853,1,0,0,1,0,0,0,1,0,0,2958,33044,1408.798489,7,18,81.669323,80.085556,255,548154190,585706242,255,62,661,0,5,4,1,1,3,2,7,0
0.035375,1,0,0,1,0,0,0,1,0,0,3598,48710,3420.494792,7,24,34.743302,33.880036,255,2494268772,344935814,255,60,786,0,11,5,1,1,1,3,9,0
0.040639,1,0,0,1,0,0,0,1,0,0,3926,57474,3272.718474,7,27,36.440682,34.666678,255,1341847729,3503706734,255,59,845,0,6,2,1,1,1,4,2,0
0.075119,1,0,0,1,0,0,0,1,0,0,1958,2308,599.049479,6,6,348.840465,333.979673,255,3091313971,3091554885,255,89,96,0,7,1,1,1,2,3,5,0
0.000931,0,1,0,0,0,1,0,0,0,1,146,178,3222.341611,0,0,0,0,0,0,0,0,73,89,0,3,1,2,1,2,2,1,0
0.938655,1,0,0,0,1,0,0,1,0,0,840,1400,18.11102,2,2,6202.921974,246.155812,255,3358291040,2688101797,255,84,175,0,1,1,1,1,1,3,1,0
0.00106,0,1,0,0,0,1,0,0,0,1,130,162,2830.188576,0,0,0,0,0,0,0,0,65,81,0,4,2,1,1,1,6,3,0
0.18087,1,0,0,0,0,0,1,1,0,0,3728,5474,304.085813,7,7,422.830821,13.464713,255,1336018553,3481690967,255,117,228,0,2,3,2,1,2,2,3,0
0.41836,1,0,0,1,0,0,0,1,0,0,546,268,35.854289,2,1,2206.123514,106.177758,255,4243145311,924755189,255,55,45,0,7,1,1,1,6,1,6,0
0.000058,0,1,0,1,0,0,0,0,1,0,503,0,17241.37888,0,0,0,0,0,0,0,0,252,0,0,23,23,23,23,23,23,23,0
0.001039,0,1,0,0,0,1,0,0,0,1,132,164,2887.391736,0,0,0,0,0,0,0,0,66,82,0,1,2,1,1,5,3,2,0
1.083803,1,0,0,0,1,0,0,1,0,0,1580,10168,26.757629,3,5,9561.504725,7699.254087,255,704423576,705472116,255,132,565,1,1,2,1,1,2,3,2,0
4.020786,1,0,0,1,0,0,0,1,0,0,4658,354,4.725444,3,1,30874.34832,1233.4135,255,418450689,3658793223,255,388,44,0,1,1,1,1,1,1,1,0
0.004448,0,1,0,1,0,0,0,0,0,1,568,312,1573.741051,0,0,1.684564,1.432363,0,0,0,0,142,78,0,8,3,1,1,4,6,7,0
0.000997,0,1,0,0,0,1,0,0,0,1,130,162,3009.027007,0,0,0,0,0,0,0,0,65,81,0,4,2,1,1,1,3,2,0
0.327745,1,0,0,0,0,0,1,1,0,0,37210,3380,283.757197,18,8,633.451682,21.156383,255,2807984199,2813193079,255,716,80,0,1,6,1,1,1,5,2,0
0.570702,1,0,0,0,0,0,1,1,0,0,8928,320,33.29233,4,1,4029.89054,171.560359,255,2187381968,3297348079,255,638,53,0,3,3,1,1,5,4,6,0
0.000009,1,0,0,1,0,0,0,0,0,1,90,0,111111.1072,1,0,0,0,255,0,0,0,45,0,0,5,1,1,1,5,1,5,0
0.03492,1,0,0,1,0,0,0,1,0,0,4550,72810,4495.990895,7,33,23.298176,23.037095,255,3552745157,1407679031,255,58,910,0,6,4,1,1,2,6,3,0
0.001123,0,1,0,0,0,1,0,0,0,1,146,178,2671.415725,0,0,0,0,0,0,0,0,73,89,0,2,1,1,1,1,4,2,0
0.004731,1,0,0,1,0,0,0,1,0,0,4016,2456,7398.013206,7,7,12.837675,0.329119,255,373710632,2522070056,255,223,136,0,7,6,1,1,3,6,5,0
0.995168,1,0,0,1,0,0,0,0,0,1,986,86,7.033988,2,1,13187.40322,0,255,4090347703,2183993603,255,164,43,0,6,2,2,1,4,3,4,0
0.035924,1,0,0,1,0,0,0,1,0,0,3182,39076,2922.837198,7,20,43.690592,41.798371,255,1909066431,1909338999,255,61,724,0,10,1,1,1,1,2,2,0
0.020704,1,0,0,0,0,0,1,1,0,0,5928,8010,5747.681795,14,17,42.103712,0,255,185303127,2335198449,255,96,138,0,2,4,1,1,2,1,1,0
0.000002,0,1,0,1,0,0,0,0,1,0,1064,0,500000.0013,0,0,0,0,0,0,0,0,532,0,0,34,14,14,1,34,14,34,0
0.000938,0,1,0,0,0,1,0,0,0,1,132,164,3198.294302,0,0,0,0,0,0,0,0,66,82,0,1,3,1,1,2,2,1,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,15.492027,0,0,0,0,0,46,0,0,8,1,1,1,8,1,11,0
8.275508,1,0,0,1,0,0,0,0,0,1,450,0,1.087547,9,0,1658.653,0,255,0,0,0,45,0,0,12,11,2,2,12,11,12,0
0.713624,1,0,0,1,0,0,0,1,0,0,534,354,23.822069,2,1,4513.256979,171.425969,255,1356535446,1001191668,255,53,44,0,2,1,1,1,2,1,3,0
1.217984,1,0,0,0,1,0,0,1,0,0,1684,10168,25.451895,3,5,8859.451123,7758.247443,255,1870183693,1872378471,255,120,565,1,4,2,2,1,5,5,3,0
1.171657,1,0,0,1,0,0,0,1,0,0,534,354,14.509366,2,1,8714.786789,217.329047,255,2506234771,658243003,255,53,44,0,3,1,1,1,1,2,2,0
0.000009,0,1,0,1,0,0,0,0,1,0,1066,0,111111.1072,0,0,0,0,0,0,0,0,533,0,0,35,10,10,1,35,10,35,0
0.23576,1,0,0,0,0,0,1,1,0,0,3728,5578,241.771289,7,7,510.773268,15.430539,255,3606385453,1457106788,255,117,215,0,1,4,1,1,1,1,1,0
0.001069,0,1,0,0,0,1,0,0,0,1,146,178,2806.361109,0,0,0,0,0,0,0,0,73,89,0,3,2,1,1,1,3,1,0
1.085828,1,0,0,0,1,0,0,1,0,0,1580,10168,26.70773,3,4,9562.714503,7700.293765,255,170205367,171267814,255,132,565,1,2,3,2,1,3,4,1,0
0.016871,1,0,0,1,0,0,0,1,0,0,2958,33044,5749.511094,7,18,0,19.470025,255,865048875,883950761,255,62,661,0,10,1,1,1,2,2,7,0
0.000003,0,1,0,1,0,0,0,0,1,0,746,0,333333.3215,0,0,0,0,0,0,0,0,373,0,0,34,13,12,1,34,12,34,0
0.004027,1,0,0,0,1,0,0,1,0,0,1052,824,4221.504672,2,2,33.119312,0.688851,255,664911472,665846986,255,132,82,1,1,1,1,1,1,4,3,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.001355,0,1,0,0,0,1,0,0,0,1,146,178,2214.022211,0,0,0,0,0,0,0,0,73,89,0,1,2,1,1,1,4,2,0
0.001516,0,1,0,1,0,0,0,0,0,1,544,304,4617.414192,0,0,0.539758,0.25385,0,0,0,0,136,76,0,15,4,1,1,3,8,4,0
0.001072,0,1,0,0,0,1,0,0,0,1,146,178,2798.507427,0,0,0,0,0,0,0,0,73,89,0,1,5,1,1,1,1,3,0
0.07865,1,0,0,1,0,0,0,1,0,0,4238,63516,1843.610988,7,30,0,65.371205,255,2900409410,751107502,255,59,858,0,3,4,1,1,2,2,4,0
0.033206,1,0,0,0,0,0,1,1,0,0,37268,3380,2800.698591,18,8,39.247787,1.806731,255,2888970835,740420738,255,717,80,0,1,2,1,1,1,2,2,0
0.75749,1,0,0,1,0,0,0,1,0,0,876,354,22.442541,2,1,5422.506697,141.859391,255,2345766932,914831374,255,88,44,0,6,4,4,1,6,4,6,0
0.034298,1,0,0,1,0,0,0,1,0,0,3598,48710,3527.902605,7,24,34.427777,32.34496,255,1434230263,3584107159,255,60,786,0,3,2,1,1,1,3,2,0
0.26779,1,0,0,1,0,0,0,1,0,0,486,268,56.014043,2,1,1450.716256,59.352727,255,3531406062,1766345009,255,49,45,0,15,3,3,1,12,6,12,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,10.954517,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.000009,1,0,0,1,0,0,0,0,0,1,90,0,111111.1072,1,0,0,0,255,0,0,0,45,0,0,9,4,1,1,9,4,9,0
0.377337,1,0,0,1,0,0,0,1,0,0,4264,3080,151.058599,7,7,723.111475,17.764291,255,2548453338,430696665,255,152,103,0,6,4,1,1,4,4,15,0
17.057222,1,0,0,0,1,0,0,1,0,0,1684,10168,1.817412,3,5,103764.4026,90848.0475,255,2729067281,2730132030,255,120,565,1,1,5,1,1,1,8,2,0
8.288691,1,0,0,1,0,0,0,1,0,0,3618,95042,17.252424,7,37,32916.33274,25513.16233,255,2807369448,711447842,255,67,1056,0,4,4,1,1,2,4,11,0
0.018836,1,0,0,1,0,0,0,1,0,0,1540,1644,1751.96441,4,4,77.651224,2.011568,255,3001859325,3003234884,255,96,91,0,21,9,12,1,12,21,12,0
0.590798,1,0,0,1,0,0,0,1,0,0,534,354,28.774639,2,1,3934.337568,155.879234,255,473937438,3984394856,255,53,44,0,3,2,2,1,3,10,3,0
0.840521,1,0,0,0,0,0,1,1,0,0,2934,3740,124.922522,11,15,1411.609653,52.646867,255,2823991184,679636443,255,56,69,0,1,3,1,1,2,2,1,0
0.001816,0,1,0,1,0,0,0,0,0,1,520,304,3854.625605,0,0,0.64441,0.394566,0,0,0,0,130,76,0,9,3,1,1,4,3,4,0
0.046297,1,0,0,1,0,0,0,1,0,0,3182,39076,2267.965583,7,20,61.880136,64.278684,255,2906131500,2906447656,255,61,724,0,2,2,1,1,2,3,6,0
0.243379,1,0,0,0,0,0,1,1,0,0,8928,320,78.067542,4,1,1763.478271,76.024711,255,4054274731,2171975781,255,638,53,0,3,6,1,1,6,6,3,0
0.001053,0,1,0,0,0,1,0,0,0,1,130,162,2849.002888,0,0,0,0,0,0,0,0,65,81,0,7,4,2,1,3,2,3,0
0.022561,1,0,0,1,0,0,0,1,0,0,2542,23508,3590.266284,7,14,35.46217,34.370863,255,679657702,705167595,255,64,560,0,9,2,1,1,2,5,5,0
0.000009,0,1,0,1,0,0,0,0,1,0,174,0,111111.1072,0,0,0,0,0,0,0,0,87,0,0,4,2,2,1,4,2,4,0
10.686912,1,0,0,1,0,0,0,1,0,0,13974,548216,63.722807,21,197,14765.04447,11034.42246,255,4044649731,4093539050,255,57,1252,0,3,1,1,1,2,1,11,0
0.545789,1,0,0,0,0,0,1,1,0,0,3728,5474,100.771543,7,7,1305.726794,41.892441,255,4014156816,1869114497,255,117,228,0,1,3,1,1,1,1,2,0
1.055793,1,0,0,1,0,0,0,1,0,0,13662,548216,639.32984,21,197,390.045469,277.763549,255,3311222357,3323160570,255,57,1252,0,10,4,2,1,4,4,8,0
0.920613,1,0,0,1,0,0,0,1,0,0,588,354,18.465957,2,1,5742.598119,200.304578,255,1316809326,1624744852,255,59,44,0,2,1,1,1,2,1,3,0
1.207703,1,0,0,0,1,0,0,1,0,0,1684,10168,25.668563,3,5,8854.293038,7752.199534,255,3380762388,3438261320,255,120,565,1,2,2,1,1,2,3,2,0
1.013758,1,0,0,0,1,0,0,1,0,0,1580,10168,28.606434,3,5,9531.399423,7676.17918,255,2532833619,384287023,255,132,565,1,3,3,2,2,5,5,2,0
0.679871,1,0,0,1,0,0,0,1,0,0,564,354,25.004743,2,1,5546.176152,136.733156,255,1932902012,3978787403,255,56,44,0,3,1,1,1,1,1,2,0
0.015302,1,0,0,1,0,0,0,1,0,0,2974,30506,6339.040799,7,18,17.554906,16.891772,255,2008930114,2009249863,255,62,610,0,9,2,1,1,2,4,6,0
0.394299,1,0,0,1,0,0,0,1,0,0,4456,3080,144.560346,7,7,812.741117,20.650492,255,767728642,928581384,255,159,103,0,12,4,1,1,3,4,14,0
2.83385,1,0,0,1,0,0,0,1,0,0,7820,15736,87.160579,30,32,1513.483202,1488.228555,255,1657177965,1671356120,255,64,125,0,4,1,1,1,1,3,4,0
0.034341,1,0,0,1,0,0,0,1,0,0,4550,72810,4571.794645,7,33,22.486791,22.232741,255,4190295753,2045227033,255,58,910,0,2,3,1,1,1,2,3,0
0.00101,0,1,0,0,0,1,0,0,0,1,146,178,2970.297008,0,0,0,0,0,0,0,0,73,89,0,2,3,1,1,2,3,1,0
0.020371,1,0,0,1,0,0,0,1,0,0,1540,1644,1619.94998,4,4,80.788839,2.487679,255,122335137,2276875404,255,96,91,0,7,2,1,1,1,3,3,0
0.004823,1,0,0,1,0,0,0,1,0,0,1470,1728,7256.893793,5,4,0,0.446179,255,1453830670,3599483770,255,67,123,0,10,4,1,1,2,1,16,0
0.565747,1,0,0,1,0,0,0,1,0,0,26140,764,76.005703,12,4,1442.675898,48.720676,255,93986363,1192703799,255,871,55,0,6,1,1,1,6,1,6,0
0.004196,1,0,0,0,1,0,0,1,0,0,1058,822,4051.477772,2,2,35.143199,0.74826,255,3403938106,3405171850,255,132,82,1,1,2,1,1,2,10,1,0
0.978813,1,0,0,0,1,0,0,1,0,0,802,1216,17.367975,2,2,6275.907084,129.371688,255,2373619826,1061599326,255,80,152,1,3,1,1,1,2,2,2,0
0.0478,1,0,0,0,0,0,1,1,0,0,528,8824,439.330537,1,4,522.396302,429.993105,255,1454622286,3714022900,255,53,735,0,3,3,1,1,5,3,3,0
0.002769,1,0,0,0,0,0,1,1,0,0,320,1882,4694.835855,1,2,27.101312,0.514194,255,1707138117,1710848264,255,53,235,0,3,5,1,1,4,6,5,0
0.137358,1,0,0,1,0,0,0,1,0,0,3702,48710,895.470264,7,24,186.495278,5.529667,255,681451405,681702654,255,60,786,0,11,2,1,1,2,5,7,0
0.010874,1,0,0,1,0,0,0,1,0,0,2438,19266,7081.110661,7,13,17.0106,16.27979,255,3129546417,3158027961,255,64,482,0,5,6,1,1,1,3,9,0
0.013081,1,0,0,1,0,0,0,1,0,0,2558,23162,6192.187053,7,14,19.595922,18.274391,255,3460363146,3480416984,255,64,551,0,2,6,1,1,1,3,7,0
0.923663,1,0,0,0,0,0,1,1,0,0,37938,3380,102.851362,19,8,1390.770844,44.740266,255,372533079,395166739,255,703,80,0,1,2,1,1,1,2,2,0
0.000991,0,1,0,0,0,1,0,0,0,1,130,162,3027.245271,0,0,0,0,0,0,0,0,65,81,0,1,2,1,1,2,4,1,0
0.660915,1,0,0,1,0,0,0,1,0,0,976,556,37.826346,5,3,2241.153046,85.690766,255,3531373834,32896270,255,61,56,0,6,2,2,1,5,2,5,0
1.005788,1,0,0,0,1,0,0,1,0,0,1580,10168,28.833115,3,5,9529.988669,7674.363324,255,3433739997,3434784725,255,132,565,1,2,4,2,1,3,3,3,0
0.001034,0,1,0,0,0,1,0,0,0,1,146,178,2901.354085,0,0,0,0,0,0,0,0,73,89,0,2,2,1,1,2,1,2,0
0.020493,1,0,0,0,0,0,1,1,0,0,9504,12194,10686.57552,26,31,12.302488,11.524233,255,3959137224,1809857507,255,88,109,0,1,1,1,1,3,4,1,0
18.180914,1,0,0,0,1,0,0,1,0,0,1052,824,0.935047,2,2,212696.1196,5643.3665,255,974454604,975611767,255,132,82,1,7,11,7,1,7,19,5,0
1.206229,1,0,0,0,1,0,0,1,0,0,1684,10168,25.69993,3,5,10117.1127,8856.560751,255,1166350088,3317434015,255,120,565,1,2,5,2,1,4,6,2,0
1.181964,1,0,0,0,1,0,0,1,0,0,1580,10168,24.535433,3,5,11057.36958,8903.54161,255,1757468487,1758546314,255,132,565,1,1,1,1,1,2,2,2,0
0.146991,1,0,0,0,0,0,1,1,0,0,424,8824,129.259615,1,4,1699.48889,1353.401107,255,2788056696,2790631192,255,53,735,0,1,3,1,1,1,1,1,0
0.58764,1,0,0,1,0,0,0,1,0,0,588,268,25.525833,2,1,3199.334375,169.250609,255,1762385638,2480826270,255,59,45,0,2,2,1,1,2,1,3,0
0.504102,0,1,0,1,0,0,0,0,0,1,568,304,13.886079,0,0,230.056016,230.395187,0,0,0,0,142,76,0,14,3,1,1,3,7,9,0
0.112864,1,0,0,1,0,0,0,0,0,1,258,86,62.021547,1,1,1210.508717,0,255,695023239,50451554,255,43,43,0,19,5,5,1,19,5,19,0
0.004294,1,0,0,1,0,0,0,1,0,0,1470,1728,8150.908054,5,4,12.901771,0.361667,255,2049451676,2049742108,255,67,123,0,6,1,1,1,2,2,7,0
0.003801,1,0,0,0,1,0,0,1,0,0,1052,824,4472.507151,2,2,32.231283,0.670104,255,1797171903,3943592201,255,132,82,1,1,8,1,1,2,9,1,0
0.025931,1,0,0,1,0,0,0,1,0,0,3806,51808,4974.740522,7,26,22.229111,22.054739,255,2347396818,198132636,255,59,785,0,7,4,1,1,2,2,8,0
0.76656,1,0,0,1,0,0,0,1,0,0,854,678,32.613232,4,4,2884.648171,88.636086,255,3567351293,1891747063,255,61,57,0,5,1,1,1,5,1,5,0
0.000009,0,1,0,1,0,0,0,0,1,0,78,0,111111.1072,0,0,0,0,0,0,0,0,39,0,0,15,3,2,1,10,3,12,0
0.040714,1,0,0,1,0,0,0,1,0,0,5174,83812,4445.645296,7,39,23.8434,22.912972,255,237947148,238214914,255,57,911,0,8,2,1,1,1,2,7,0
0.548018,1,0,0,1,0,0,0,1,0,0,490,354,31.02088,2,1,3920.700791,107.14732,255,1124210807,3264074661,255,49,44,0,9,2,2,1,8,2,8,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,10.954514,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.053479,1,0,0,1,0,0,0,1,0,0,2542,23508,1514.613186,7,14,81.567998,77.425043,255,946487047,3142600505,255,64,560,0,9,3,1,1,1,5,4,0
0.00001,0,1,0,1,0,0,0,0,1,0,1414,0,100000.0025,0,0,0,0,0,0,0,0,707,0,0,20,6,6,1,20,6,20,0
0.423322,1,0,0,1,0,0,0,1,0,0,4616,3080,134.649277,7,7,872.95375,22.186389,255,1819887101,4173476288,255,165,103,0,12,1,1,1,4,2,6,0
0.004215,1,0,0,0,0,0,1,1,0,0,8928,424,4982.206172,4,1,18.998432,1.221539,255,1740928762,1751426063,255,638,53,0,2,2,1,1,2,3,2,0
0.00001,0,1,0,1,0,0,0,0,1,0,1064,0,100000.0025,0,0,0,0,0,0,0,0,532,0,0,36,13,13,1,36,13,36,0
0.015164,1,0,0,1,0,0,0,1,0,0,2542,23508,5341.598529,7,14,0,23.877952,255,1781329931,3946016639,255,64,560,0,4,1,1,1,2,3,10,0
0.001132,0,1,0,0,0,1,0,0,0,1,132,164,2650.176667,0,0,0,0,0,0,0,0,66,82,0,2,3,1,1,3,3,1,0
0.446342,1,0,0,1,0,0,0,1,0,0,13142,548216,1489.888948,21,197,126.305414,67.091495,255,1003908769,3157041335,255,58,1252,0,6,3,1,1,4,1,5,0
0.01527,1,0,0,1,0,0,0,1,0,0,1540,1644,2161.100151,4,4,69.994139,1.464966,255,3403939523,1260865506,255,96,91,0,9,5,5,1,7,10,8,0
0.00441,0,1,0,1,0,0,0,0,0,1,568,304,1587.301568,0,0,1.686216,1.405729,0,0,0,0,142,76,0,8,6,1,1,4,7,5,0
0.000008,0,1,0,1,0,0,0,0,1,0,78,0,125000.0003,0,0,0,0,0,0,0,0,39,0,0,9,2,2,1,4,4,4,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,1,1,1,1,1,1,1,0
0.018382,1,0,0,1,0,0,0,1,0,0,1540,1644,1795.234487,4,4,74.164985,2.011036,255,2442558051,2452550928,255,96,91,0,14,4,4,1,4,5,5,0
1.005702,1,0,0,0,1,0,0,1,0,0,1580,10168,28.835579,3,5,9530.178851,0,255,1291224600,1292210862,255,132,565,1,3,1,1,1,1,1,1,0
1.130441,1,0,0,0,0,0,1,1,0,0,12648,13202,220.268029,35,33,654.434435,661.405441,255,3572141580,1422868779,255,100,106,0,1,2,1,1,1,2,2,0
0.028842,1,0,0,0,0,0,1,1,0,0,37938,3380,3293.807608,19,8,30.076971,1.266457,255,1763479322,1764486556,255,703,80,0,1,2,1,1,2,7,1,0
0.036946,1,0,0,1,0,0,0,1,0,0,3614,50036,3275.050191,7,24,42.137274,40.72413,255,191352361,2337034656,255,60,807,0,9,1,1,1,1,6,4,0
0.000989,0,1,0,0,0,1,0,0,0,1,146,178,3033.367149,0,0,0,0,0,0,0,0,73,89,0,2,1,2,1,1,2,1,0
1.517513,1,0,0,1,0,0,0,1,0,0,7814,14990,162.766312,30,32,856.1148,849.992756,255,1537400511,3687988710,255,64,119,0,7,1,1,1,1,2,8,0
0.000945,0,1,0,0,0,1,0,0,0,1,130,162,3174.603249,0,0,0,0,0,0,0,0,65,81,0,1,1,1,1,2,3,2,0
0.060626,1,0,0,1,0,0,0,1,0,0,5174,83812,2985.517756,7,39,43.198788,41.290499,255,2736765578,591648799,255,57,911,0,5,3,1,1,1,2,16,0
1.043012,1,0,0,1,0,0,0,1,0,0,534,354,16.298949,2,1,8175.71582,189.297422,255,3727341509,2941498363,255,53,44,0,3,1,1,1,3,1,5,0
0.389939,1,0,0,1,0,0,0,0,0,1,978,86,17.951525,2,1,3949.458479,0,255,170635939,3288951603,255,163,43,0,7,4,4,2,8,4,7,0
0.695951,1,0,0,1,0,0,0,1,0,0,610,268,21.553242,2,1,4100.734157,162.635641,255,436927158,300116003,255,61,45,0,5,2,1,1,5,1,7,0
0.000005,0,1,0,1,0,0,0,0,1,0,104,0,200000.0051,0,0,0,0,0,0,0,0,52,0,0,6,4,4,1,6,4,6,0
0.735865,1,0,0,1,0,0,0,1,0,0,1540,1644,44.845182,4,4,3518.876877,73.165047,255,3194363524,3276885909,255,96,91,0,2,1,1,1,2,1,8,0
0.004473,0,1,0,1,0,0,0,0,0,1,568,312,1564.945285,0,0,1.680559,1.420106,0,0,0,0,142,78,0,7,3,1,1,6,5,6,0
0.020928,1,0,0,1,0,0,0,1,0,0,1540,1644,1576.834925,4,4,90.560994,2.182193,255,3824174866,1679665934,255,96,91,0,17,14,5,1,7,19,13,0
0.004701,1,0,0,1,0,0,0,1,0,0,4528,2456,7445.224147,7,7,12.801271,0.319773,255,3453797019,3456731951,255,252,136,0,8,5,1,1,5,9,11,0
0.048827,1,0,0,0,0,0,1,1,0,0,528,8824,430.08991,1,4,503.393007,439.829425,255,792141216,3432541527,255,53,735,0,3,3,1,1,2,4,2,0
0.001079,0,1,0,0,0,1,0,0,0,1,132,164,2780.352305,0,0,0,0,0,0,0,0,66,82,0,3,2,2,1,1,5,1,0
0.00572,1,0,0,1,0,0,0,1,0,0,1920,4312,7867.133166,6,6,16.045428,12.85508,255,2489952220,340676455,255,87,180,0,1,2,1,1,1,1,6,0
0.004769,0,1,0,1,0,0,0,0,0,1,568,320,1467.81289,0,0,1.775782,1.520044,0,0,0,0,142,80,0,7,3,1,1,4,8,6,0
0.00099,0,1,0,0,0,1,0,0,0,1,146,178,3030.303118,0,0,0,0,0,0,0,0,73,89,0,3,5,1,1,3,1,3,0
0.257101,1,0,0,0,0,0,1,1,0,0,37492,3380,361.725548,18,8,560.822143,18.96493,255,2107533622,2108464332,255,721,80,0,2,6,1,1,1,2,1,0
0.001054,0,1,0,0,0,1,0,0,0,1,146,178,2846.299829,0,0,0,0,0,0,0,0,73,89,0,3,1,1,1,3,2,2,0
0.882565,1,0,0,0,0,0,1,1,0,0,2934,3742,118.971404,11,15,1422.657525,52.782352,255,2483468874,339078123,255,56,69,0,1,3,1,1,5,3,1,0
0.036682,1,0,0,0,0,0,1,1,0,0,37210,3276,2480.780864,18,8,51.039641,2.397243,255,2478615375,2475352090,255,716,82,0,1,2,1,1,1,4,1,0
0.00103,0,1,0,0,0,1,0,0,0,1,130,162,2912.621237,0,0,0,0,0,0,0,0,65,81,0,1,3,1,1,2,1,1,0
0.000001,0,1,0,1,0,0,0,0,1,0,104,0,1000000.003,0,0,0,0,0,0,0,0,52,0,0,5,5,2,1,6,4,4,0
0.001037,0,1,0,0,0,1,0,0,0,1,146,178,2892.960519,0,0,0,0,0,0,0,0,73,89,0,1,4,1,1,4,2,5,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.001711,0,1,0,1,0,0,0,0,0,1,544,304,4091.174776,0,0,0.6645,0.272473,0,0,0,0,136,76,0,7,3,1,1,3,7,5,0
0.001043,0,1,0,0,0,1,0,0,0,1,146,178,2876.318242,0,0,0,0,0,0,0,0,73,89,0,3,4,2,2,2,7,4,0
0.573809,1,0,0,1,0,0,0,1,0,0,1612,268,26.141101,2,1,3000.93044,106.048219,255,2417856777,3837677923,255,161,45,0,5,1,1,1,4,1,4,0
0.006397,1,0,0,1,0,0,0,1,0,0,2054,2478,7034.547391,6,6,19.070447,15.360722,255,2078966390,2079249723,255,93,103,0,11,1,1,1,3,6,9,0
0.000993,0,1,0,0,0,1,0,0,0,1,130,162,3021.148054,0,0,0,0,0,0,0,0,65,81,0,3,2,1,1,1,5,1,0
1.307408,1,0,0,0,1,0,0,1,0,0,566,354,13.002827,2,1,8118.348505,314.597,255,797361687,1344558846,255,57,44,1,2,1,1,1,1,3,1,0
0.001031,0,1,0,0,0,1,0,0,0,1,146,178,2909.796171,0,0,0,0,0,0,0,0,73,89,0,2,6,1,1,1,1,1,0
0.004566,0,1,0,1,0,0,0,0,0,1,568,304,1533.070574,0,0,1.643787,1.45169,0,0,0,0,142,76,0,3,2,1,1,2,1,8,0
0.012003,1,0,0,1,0,0,0,1,0,0,2542,23508,6748.312981,7,14,17.95478,16.727857,255,2751743292,621525731,255,64,560,0,5,4,1,1,2,4,8,0
0.005201,0,1,0,1,0,0,0,0,0,1,568,312,1345.895075,0,0,2.013611,1.720157,0,0,0,0,142,78,0,3,4,1,1,3,3,5,0
0.04656,1,0,0,0,0,0,1,1,0,0,320,1932,279.209618,1,2,644.874732,15.791142,255,790181631,2951085681,255,53,242,0,2,2,1,1,4,1,2,0
0.355796,1,0,0,0,0,0,1,1,0,0,37268,3276,255.764533,18,8,811.784081,28.162412,255,166219369,167216852,255,717,82,0,1,8,1,1,1,1,2,0
0.030931,1,0,0,1,0,0,0,1,0,0,3182,39076,3394.65265,7,20,38.564077,36.006204,255,3972394136,1827304631,255,61,724,0,2,3,1,1,1,3,5,0
0.175023,1,0,0,1,0,0,0,1,0,0,4550,72810,897.02494,7,33,129.570955,128.344474,255,467620909,467864976,255,58,910,0,3,2,1,1,2,2,5,0
1.054835,1,0,0,0,0,0,1,1,0,0,37268,3380,88.165451,18,8,1579.144619,50.122336,255,3239225313,3273781788,255,717,80,0,2,1,2,1,1,3,1,0
0.899471,1,0,0,1,0,0,0,1,0,0,534,268,16.676469,2,1,5590.954204,279.392469,255,7204239,3820763756,255,53,45,0,3,1,1,1,1,1,1,0
0.494092,1,0,0,0,0,0,1,1,0,0,37808,3380,192.271889,19,8,880.227225,29.774428,255,3557167852,3558654965,255,700,80,0,2,3,1,1,1,1,2,0
0.000001,0,1,0,1,0,0,0,0,1,0,78,0,1000000.003,0,0,0,0,0,0,0,0,39,0,0,8,2,1,1,6,1,5,0
0.937521,1,0,0,1,0,0,0,1,0,0,534,268,15.999642,2,1,6320.856735,281.685844,255,4063543207,2451965030,255,53,45,0,4,2,2,1,4,2,4,0
0.052844,1,0,0,1,0,0,0,1,0,0,3614,50036,2289.758573,7,24,59.965445,59.061062,255,4027850511,1882770436,255,60,807,0,4,2,1,1,1,2,7,0
