proto=udp,proto=tcp,proto=icmp,duration,orig_bytes,resp_bytes,conn_state=S0,conn_state=SF,conn_state=other,missed_bytes,history=D,history=Dd,history=S,history=other,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001498,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.004496,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.032482,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001744,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001741,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,57.931725,96,0,1,0,0,0,1,0,0,0,2,152,0,0,0
1,0,0,0.001743,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.005494,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.125672,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.001739,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.004992,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001984,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001748,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.068707,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.005245,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001483,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.002497,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.00473,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.016489,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001996,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001745,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.00249,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001737,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001747,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,67,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.03922,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,0
1,0,0,0.001997,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.098935,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.005744,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.004743,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.00223,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.0477,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.004988,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.005981,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.00448,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.005244,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.060459,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001745,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001737,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001743,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.001489,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.005744,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.006995,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.03123,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
0,1,0,2.998793,0,0,1,0,0,0,0,0,1,0,3,180,0,0,0
1,0,0,0.005988,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001497,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.003745,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001492,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.273853,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001747,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
0,1,0,2.999037,0,0,1,0,0,0,0,0,1,0,3,180,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.002241,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001487,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001743,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001482,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001746,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.004739,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.004744,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.004993,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.005241,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.012991,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001747,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001497,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,0
1,0,0,0.001496,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001736,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001743,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001743,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.056719,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.043459,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,67,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001981,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.036226,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.001988,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.030487,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001494,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,40,0,0,0
1,0,0,0.073709,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,5.014154,78,0,1,0,0,0,1,0,0,0,2,134,0,0,0
1,0,0,0.002495,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.001747,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
0,0,1,0.000005,120,0,0,0,1,0,,,,,2,176,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,67,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.001743,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001745,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.0025,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001737,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001741,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001741,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001499,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,40,0,0,0
1,0,0,0.001741,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001494,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001748,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001736,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001746,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.005733,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,0.001484,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001747,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001745,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001988,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.00599,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.001992,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001746,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.004988,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
0,1,0,2.998552,0,0,1,0,0,0,0,0,1,0,3,180,0,0,0
1,0,0,0.005244,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
0,1,0,,,,1,0,0,0,0,0,1,0,1,40,0,0,0
1,0,0,0.001747,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.001996,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.000732,39,39,0,1,0,0,0,1,0,0,1,67,1,67,0
0,1,0,2.999039,0,0,1,0,0,0,0,0,1,0,3,180,0,0,0
1,0,0,0.001994,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001747,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,40,0,0,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
1,0,0,0.001247,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,0.001744,48,48,0,1,0,0,0,1,0,0,1,76,1,76,0
1,0,0,,,,1,0,0,0,1,0,0,0,1,76,0,0,0
0,1,0,3.081739,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.998553,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.103724,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.998791,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,2.998652,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,35.227436,62,269,0,0,1,0,0,0,0,1,9,554,6,589,1
0,1,0,3.109236,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.999296,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.111476,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.998534,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.155213,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,3.159188,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,2.999037,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.998543,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,3.130211,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.143467,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.998546,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.999039,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.99902,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.998769,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,3.146223,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.107476,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.094251,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,2.998542,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.035338,75,243,0,0,1,0,0,0,0,1,9,571,6,563,1
0,1,0,2.999045,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,2.999066,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.999294,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,3.10698,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.99879,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.153955,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.998294,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.998562,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.998562,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.99907,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.11822,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,3.096237,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.999044,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,3.127736,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.999132,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.125718,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.10273,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.998803,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,2.998809,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.998561,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,4.240593,75,243,0,0,1,0,0,0,0,1,9,567,7,615,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.140192,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,3.105471,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,32.893265,62,269,0,0,1,0,0,0,0,1,7,434,6,589,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,0.796796,18,163,0,1,0,0,0,0,0,1,5,286,5,431,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.998793,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,3.115472,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,2.998826,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,,,,1,0,0,0,0,0,1,0,1,60,0,0,1
0,1,0,3.120007,0,0,1,0,0,0,0,0,1,0,3,180,0,0,1
0,1,0,,,,0,0,1,0,0,0,0,1,0,0,0,0,1
